"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/13/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/14/2022","AQS","490354002","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/15/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/16/2022","AQS","490354002","1","0.2","ppm","2","Near Road","18","75.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/17/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/18/2022","AQS","490354002","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/19/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/20/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/21/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/22/2022","AQS","490354002","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/23/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/24/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/25/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/26/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/27/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/28/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/29/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/30/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"03/31/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/01/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/02/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/03/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/04/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/05/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/06/2022","AQS","490354002","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/07/2022","AQS","490354002","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/08/2022","AQS","490354002","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/09/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/10/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/11/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/12/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/13/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/14/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/15/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/16/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/17/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/18/2022","AQS","490354002","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/19/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/20/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/21/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/22/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/23/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/24/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/25/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/26/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/27/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/28/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/29/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"04/30/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/01/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/02/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/03/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/04/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/05/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/06/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/07/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/08/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/09/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/10/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/11/2022","AQS","490354002","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/12/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/13/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/14/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/15/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/16/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/17/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/18/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/19/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/20/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/21/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/22/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/23/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/24/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/25/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/26/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/27/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/28/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/29/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/30/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"05/31/2022","AQS","490354002","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/01/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/02/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/03/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/04/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/05/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/06/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/07/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/08/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/09/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/10/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/11/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/12/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/13/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/14/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/15/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/16/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/17/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/18/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/19/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/20/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/21/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/22/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/23/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/24/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/25/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/26/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/27/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/28/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/29/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"06/30/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/01/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/02/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/03/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/04/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/05/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/06/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/07/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/08/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/09/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/10/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/11/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/12/2022","AQS","490354002","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/13/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/14/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/15/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/16/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/17/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/18/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/19/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/20/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/21/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/22/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/23/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/24/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/25/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/26/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/27/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/28/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/29/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/30/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"07/31/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"08/01/2022","AQS","490354002","1","-0.1","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"08/02/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"08/03/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"08/04/2022","AQS","490354002","1","0","ppm","0","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
"08/05/2022","AQS","490354002","1","0.1","ppm","1","Near Road","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.6629611","-111.9018514"
